"","score_file"
"R06C01-10023943",0.065113
"R07C01-10023945",0.178
"R08C01-10023911",0.13
"R02C01-10014845",0.178
"R03C01-10020451",0.178
"R04C01-10020521",0.178
"R05C01-10019227",0.178096
"R06C01-10019205",0.178
"R07C01-10014037",0.06526
"R08C01-10019194",0.178
"R02C01-10012508",0.066365
"R03C01-10012497",0.113065
"R04C01-10012498",0.130048
"R06C01-10012569",0.06513
"R07C01-10012875",0.178
"R08C01-10012876",0.13
"R02C01-10012690",0.178
"R03C01-10014145",0.178
"R04C01-10014149",0.13
"R05C01-10014161",0.13
"R06C01-10011065",0.178
"R07C01-10011948",0.13
"R08C01-10014322",0.188656
"R01C01-10020941",0.130144
"R02C01-10021680",0.13
"R04C01-10013458",0.178048
"R05C01-10013330",0.130048
"R07C01-10007910",0.130096
"R08C01-10012834",0.226
"R04C01-10022153",0.224272
"R05C01-10000677",0.13
"R06C01-10022105",0.130048
"R07C01-10021056",0.13
"R08C01-10021793",0.178
"R01C01-10023952",0.13
"R02C01-10023953",0.226
"R03C01-10023227",0.11326
"R04C01-10023933",0.13
"R05C01-10023229",0.161017
"R06C01-10021375",0.130048
"R07C01-10024015",0.13
"R08C01-10024502",0.178
"R02C01-10013162",0.178
"R03C01-10013846",0.065048
"R04C01-10013813",0.178
"R05C01-10013845",0.13
"R06C01-10013113",0.13
"R07C01-10013937",0.13
"R08C01-10013857",0.13
"R01C01-10013384",0.130096
"R03C01-10013286",0.13
"R04C01-10013398",0.178
"R05C01-10013290",0.13
"R08C01-10011571",0.178
"R02C01-10018137",0.178
"R04C01-10016353",0.178048
"R05C01-10019052",0.065
"R06C01-10016460",0.13
"R08C01-10018465",0.130048
"R02C01-10014148",0.226
"R05C01-10012765",0.065195
"R06C01-10013352",0.13
"R07C01-10012807",0.13
"R08C01-10014105",0.178
"R01C01-10013262",0.178
"R02C01-10013263",0.178
"R03C01-10013264",0.226
"R04C01-10013855",0.178
"R05C01-10013888",0.065893
"R06C01-10013854",0.131392
"R08C01-10013160",0.178048
"R01C01-10029271",0.00013
"R03C01-10029530",0.178
"R04C01-10028873",0.17104
"R05C01-10029304",0.130048
"R06C01-10029302",0.13
"R07C01-10024095",0.178
"R08C01-10029334",0.176537
"R03C01-10024232",0.226
"R04C01-10023985",0.177935
"R06C01-10022618",0.065096
"R07C01-10023923",0.226
"R08C01-10023230",0.13
"R01C01-10020680",0.13
"R02C01-10020679",0.065178
"R03C01-10021456",0.13
"R04C01-10020673",0.13
"R06C01-10021444",0.178096
"R07C01-10021435",0.13
"R08C01-10021434",0.065048
"R02C01-10014188",0.178
"R03C01-10013292",0.178
"R06C01-10014245",0.13
"R07C01-10014197",0.13
"R01C01-10014656",0.178
"R02C01-10016309",0.113065
"R03C01-10016279",0.178
"R05C01-10016280",0.13
"R06C01-10014567",0.130048
"R01C01-10008526",0.13
"R02C01-10022801",0.13
"R03C01-10024250",0.13
"R04C01-10023019",0.178
"R05C01-10023013",0.130048
"R06C01-10024119",0.065
"R07C01-10023022",0.13
"R08C01-10024261",0.065
"R01C01-10019190",0.226
"R02C01-10015084",0.130144
"R03C01-10019187",0.178
"R04C01-10019189",0.178
"R05C01-10019188",0.130144
"R06C01-10019183",0.13
"R01C01-10023817",0.13
"R03C01-10024167",0.177664
"R04C01-10024098",0.178
"R05C01-10024213",0.177952
"R06C01-10019170",0.178
"R07C01-10023633",0.177808
"R08C01-10023656",0.13
"R02C01-10023758",0.13
"R03C01-10022798",0.13
"R04C01-10023683",0.13
"R05C01-10023762",0.11391
"R06C01-10023035",0.13
"R07C01-10023681",0.226
"R08C01-10023812",0.226
"R01C01-10025926",0.226
"R02C01-10025927",0.225904
"R03C01-10025928",0.178
"R04C01-10026254",0.13
"R05C01-10026212",0.178
"R06C01-10024784",0.178
"R07C01-10026124",0.13
"R08C01-10025922",0.13
"R01C01-10014326",0.13
"R04C01-10014181",0.13
"R05C01-10014179",0.178
"R06C01-10014267",0.13
"R07C01-10014247",0.13
"R08C01-10014266",0.178
"R01C01-10023921",0.13
"R02C01-10024387",0.13
"R03C01-10024395",0.048325
"R04C01-10021905",0.06552
"R05C01-10023888",0.065325
"R06C01-10024009",0.130144
"R07C01-10024024",0.13
"R02C01-10020444",0.13
"R03C01-10014042",0.130048
"R05C01-10020450",0.13
"R06C01-10014842",0.06513
"R07C01-10020446",0.13
"R08C01-10020448",0.13
"R01C01-10023003",0.13
"R02C01-10022775",0.065715
"R05C01-10019186",0.178
"R06C01-10020528",0.13
"R07C01-10020524",0.178
"R08C01-10019309",0.13
"R02C01-10024058",0.13
"R03C01-10026021",0.13
"R05C01-10026369",0.13
"R06C01-10027847",0.178
"R07C01-10025557",0.178
"R01C01-10023082",0.130144
"R03C01-10023012",0.130048
"R04C01-10024603",0.178
"R05C01-10024142",0.178
"R06C01-10020695",0.178
"R07C01-10020898",0.13
"R01C01-10021048",0.13
"R02C01-10022400",0.178
"R03C01-10022382",0.178
"R04C01-10022404",0.226
"R05C01-10022408",0.178
"R06C01-10022992",0.178
"R07C01-10022407",0.13
"R08C01-10022342",0.178
"R01C01-10014799",0.129935
"R02C01-10023896",0.13
"R03C01-10023898",0.130048
"R04C01-10024006",0.13
"R06C01-10021049",0.16152
"R07C01-10021055",0.178
"R08C01-10021051",0.13
"R01C01-10025324",0.1143
"R02C01-10020693",0.13
"R03C01-10022090",0.11313
"R04C01-10023790",0.13
"R05C01-10022770",0.13
"R06C01-10023018",0.13
"R07C01-10024936",0.178
"R01C01-10019260",0.13
"R02C01-10014761",0.11365
"R03C01-10014832",0.13
"R04C01-10014835",0.13
"R05C01-10014839",0.13
"R06C01-10014831",0.178
"R07C01-10019280",0.13
"R08C01-10019282",0.113144
"R01C01-10013862",0.178
"R02C01-10013870",0.13
"R03C01-10013835",0.226
"R04C01-10013848",0.13
"R05C01-10013266",0.178048
"R06C01-10013856",0.13
"R08C01-10013834",0.178
"R01C01-10029269",0.13
"R02C01-10029311",0.13
"R03C01-10026276",0.13
"R05C01-10029834",0.13
"R07C01-10029699",0.178
"R02C01-10022149",0.226
"R03C01-10013506",0.178
"R04C01-10013918",0.178
"R05C01-10013832",0.178
"R06C01-10013953",0.178
"R07C01-10014008",0.161585
"R08C01-10013924",0.13
"R01C01-10012793",0.13
"R02C01-10012831",0.13
"R03C01-10012635",0.178
"R04C01-10012636",0.13
"R05C01-10013457",0.13
"R06C01-10011755",0.113065
"R07C01-10013356",0.065585
"R01C01-10012918",0.225952
"R02C01-10012900",0.178
"R03C01-10013242",0.130048
"R04C01-10013243",0.065
"R06C01-10013772",0.178
"R07C01-10013774",0.13
"R03C01-10023937",0.13
"R04C01-10024223",0.129268
"R07C01-10022619",0.178
"R08C01-10024066",0.178
"R01C01-10013111",0.13
"R02C01-10013877",0.178
"R03C01-10013887",0.178048
"R04C01-10013881",0.177952
"R05C01-10013891",0.11326
"R07C01-10013140",0.13
"R08C01-10027348",0.13
"R05C01-10026301",0.178
"R06C01-10027627",0.178
"R07C01-10027448",0.178
"R08C01-10021505",0.178
"R01C01-10013864",0.13
"R02C01-10013178",0.130048
"R04C01-10013866",0.13
"R05C01-10013174",0.177616
"R07C01-10013889",0.226
"R08C01-10013267",0.13
"R01C01-10028751",0.178
"R02C01-10028683",0.13
"R03C01-10027852",0.177952
"R04C01-10027844",0.13
"R05C01-10021884",0.130048
"R06C01-10026273",0.226
"R07C01-10026306",0.177935
"R08C01-10027870",0.130048
"R04C01-10022679",0.177952
"R05C01-10024596",0.13
"R06C01-10024486",0.178
"R07C01-10023936",0.178
"R01C01-10019233",0.13
"R02C01-10019232",0.178
"R03C01-10018097",0.161
"R04C01-10018010",0.178
"R05C01-10018091",0.178
"R07C01-10014830",0.13
"R08C01-10014841",0.178
"R01C01-10021015",0.13
"R02C01-10021043",0.130096
"R03C01-10020858",0.13
"R04C01-10021044",0.13
"R05C01-10020831",0.13
"R06C01-10021009",0.178384
"R07C01-10020554",0.178
"R08C01-10021032",0.0676
"R01C01-10014757",0.178
"R02C01-10014760",0.225904
"R03C01-10014745",0.130048
"R04C01-10014746",0.06565
"R05C01-10014747",0.178
"R07C01-10014696",0.178
"R08C01-10014058",0.178
"R01C01-10020601",0.178
"R03C01-10019199",0.13
"R04C01-10021404",0.226
"R05C01-10021448",0.13
"R06C01-10014751",0.178048
"R08C01-10014750",0.13
"R01C01-10016520",0.13
"R03C01-10016529",0.178
"R05C01-10016555",0.13
"R06C01-10016510",0.13
"R08C01-10016501",0.178
"R01C01-10007937",0.13
"R02C01-10014296",0.113
"R03C01-10013447",0.130048
"R04C01-10012618",0.177616
"R05C01-10013358",0.178
"R06C01-10012613",0.178
"R07C01-10012615",0.13
"R02C01-10021120",0.178
"R03C01-10028246",0.177952
"R05C01-10026162",0.13
"R06C01-10028209",0.178
"R03C01-10020727",0.177376
"R04C01-10022783",0.13
"R05C01-10018168",0.13
"R07C01-10020718",0.065065
"R08C01-10023614",0.178
"R02C01-10012625",0.178
"R04C01-10013315",0.13
"R05C01-10012814",0.178
"R07C01-10007927",0.170368
"R01C01-10022161",0.130144
"R02C01-10021796",0.13
"R03C01-10021819",0.178
"R04C01-10021814",0.13
"R05C01-10022141",0.178
"R06C01-10022140",0.178
"R02C01-10013838",0.13
"R03C01-10013880",0.13
"R04C01-10013879",0.13
"R05C01-10013932",0.096065
"R06C01-10013164",0.130048
"R07C01-10012950",0.126343
"R08C01-10018937",0.178
"R03C01-10021321",0.13
"R04C01-10018483",0.065
"R05C01-10021318",0.130192
"R06C01-10021041",0.130048
"R07C01-10021238",0.17787
"R08C01-10021311",0.13024
"R01C01-10014538",0.207184
"R02C01-10013412",0.177952
"R03C01-10014384",0.130048
"R06C01-10007947",0.226
"R07C01-10014477",0.13
"R05C01-10025425",0.13
"R06C01-10025427",0.178
"R07C01-10025428",0.178
"R08C01-10025499",0.13
"R01C01-10018287",0.065195
"R03C01-10020953",6.49999999999929e-05
"R04C01-10020897",0.178
"R05C01-10014127",0.13
"R07C01-10020824",0.13
"R08C01-10020900",0.226
"R03C01-10013261",0.13
"R05C01-10013836",0.178
"R06C01-10012981",0.13
"R01C01-10019675",0.13
"R02C01-10020708",0.13
"R03C01-10020749",0.13
"R04C01-10023618",0.13
"R06C01-10007450",0.178
"R07C01-10018909",0.13
"R02C01-10023996",0.178
"R03C01-10022701",0.11326
"R04C01-10023926",0.11339
"R05C01-10023231",0.13
"R06C01-10023991",0.13
"R08C01-10023938",0.13
"R01C01-10023948",0.226
"R02C01-10023942",0.13
"R03C01-10022697",0.13
"R04C01-10023884",0.220605
"R05C01-10023886",0.13
"R07C01-10023907",0.13
"R08C01-10023887",0.130048
"R01C01-10018577",0.13
"R02C01-10018143",0.178
"R03C01-10024922",0.13
"R04C01-10022759",0.13
"R05C01-10020694",0.130048
"R06C01-10021077",0.13
"R08C01-10024154",0.177952
"R01C01-10023808",0.130048
"R03C01-10018935",0.178
"R04C01-10024886",0.13
"R06C01-10024301",0.065274
"R07C01-10025299",0.13
"R08C01-10018193",0.13
"R04C01-10020486",0.178
"R05C01-10020658",0.178
"R06C01-10020587",0.066885
"R07C01-10019325",0.13
"R02C01-10020712",0.13
"R03C01-10022998",0.178
"R04C01-10022815",0.13
"R05C01-10023650",0.178
"R06C01-10018912",0.178048
"R07C01-10020732",0.177664
"R08C01-10012604",0.178
"R01C01-10013849",0.113065
"R02C01-10013860",0.13
"R03C01-10013161",0.13
"R04C01-10013177",0.178
"R05C01-10013841",0.178048
"R07C01-10013859",0.13
"R08C01-10013163",0.13
"R01C01-10014826",0.065
"R03C01-10014968",0.06513
"R04C01-10014801",0.13
"R06C01-10019262",0.177952
"R07C01-10014756",0.13
"R08C01-10019278",0.065
"R01C01-10020499",0.13
"R02C01-10014785",0.178
"R03C01-10014859",0.13
"R04C01-10014755",0.048325
"R05C01-10020501",0.13
"R07C01-10023009",0.13
"R01C01-10027219",0.226
"R02C01-10027236",0.226
"R03C01-10026726",0.13
"R04C01-10026146",0.178
"R07C01-10026180",0.178
"R08C01-10024208",0.113113
"R01C01-10013894",0.178048
"R02C01-10013917",0.178
"R03C01-10013134",0.13
"R04C01-10013956",0.226
"R06C01-10013179",0.113
"R07C01-10013931",0.178
"R01C01-10026158",0.129675
"R02C01-10026160",0.13
"R03C01-10027044",0.178
"R04C01-10027832",0.178
"R05C01-10027231",0.113195
"R06C01-10025559",0.226
"R07C01-10025727",0.178
"R08C01-10028128",0.226
"R01C01-10021974",0.13
"R02C01-10021388",0.13
"R03C01-10022020",0.226
"R04C01-10022022",0.178
"R05C01-10022023",0.11326
"R06C01-10022000",0.178
"R07C01-10020458",0.13
"R02C01-10022678",0.13
"R04C01-10023979",0.13048
"R05C01-10021002",0.226
"R06C01-10024014",0.177664
"R07C01-10024016",0.065065
"R08C01-10023920",0.178
"R01C01-10027375",0.178048
"R02C01-10026076",0.113
"R04C01-10027355",0.13
"R05C01-10026269",0.065845
"R06C01-10028749",0.13
"R07C01-10030189",0.17728
"R08C01-10030182",0.178
"R01C01-10024485",0.13
"R02C01-10024500",0.13
"R03C01-10022662",0.13
"R04C01-10024010",0.065065
"R05C01-10022535",0.178
"R06C01-10023228",0.178
"R07C01-10023939",0.13
"R08C01-10023253",0.13
"R01C01-10020848",0.226
"R02C01-10018136",0.065
"R03C01-10020850",0.178048
"R04C01-10020945",0.13
"R05C01-10020947",0.178
"R06C01-10018881",0.13
"R07C01-10018883",0.065178
"R08C01-10020903",0.178
"R02C01-10021245",0.178
"R03C01-10021250",0.065845
"R04C01-10020686",0.13
"R06C01-10021039",0.178
"R08C01-10020851",0.13
"R01C01-10023916",0.178
"R02C01-10023917",0.130096
"R04C01-10023905",0.13
"R05C01-10022734",0.13
"R06C01-10023972",0.113
"R08C01-10023243",0.130048
"R02C01-10020457",0.13
"R03C01-10021428",0.13
"R04C01-10019326",0.13
"R05C01-10019322",0.13024
"R06C01-10019321",0.178
"R08C01-10020677",0.178
"R01C01-10010157",0.13
"R02C01-10026486",0.13
"R03C01-10027937",0.130048
"R05C01-10027926",0.226
"R06C01-10027936",0.178
"R07C01-10026489",0.113
"R08C01-10027407",0.114967
"R02C01-10011753",0.178
"R04C01-10012630",0.178
"R05C01-10013402",0.113
"R07C01-10013279",0.178
"R08C01-10012634",0.113065
"R02C01-10021900",0.13
"R04C01-10020470",0.13
"R05C01-10020472",0.113065
"R06C01-10021912",0.178
"R02C01-10020928",0.178
"R03C01-10020929",0.113195
"R04C01-10019527",0.177952
"R05C01-10018877",0.06513
"R06C01-10014146",0.177952
"R07C01-10019501",0.226
"R08C01-10019525",0.130048
"R01C01-10012530",0.13
"R02C01-10010815",0.13
"R04C01-10012527",0.178
"R05C01-10012503",0.06513
"R07C01-10010914",0.113
"R08C01-10012506",0.130144
"R02C01-10011868",0.13
"R04C01-10013325",0.178
"R05C01-10011749",0.130048
"R06C01-10013373",0.178
"R07C01-10020758",0.178
"R08C01-10020734",0.177856
"R02C01-10018932",0.13
"R03C01-10026382",0.178
"R04C01-10026841",0.065
"R05C01-10026092",0.177616
"R06C01-10026082",0.225616
"R08C01-10026499",0.13
"R02C01-10027366",0.176992
"R04C01-10027377",0.130144
"R05C01-10027359",0.13
"R07C01-10027368",0.13
"R08C01-10027373",0.13
"R02C01-10022682",0.13
"R03C01-10024578",0.130048
"R05C01-10023959",0.13
"R06C01-10024504",0.13
"R07C01-10023963",0.065828
"R08C01-10024054",0.130048
"R01C01-10021902",0.13
"R02C01-10021890",0.178
"R03C01-10021901",0.13
"R05C01-10021991",0.13
"R07C01-10021891",0.178
"R08C01-10021386",0.226
"R01C01-10023200",0.13
"R02C01-10023293",0.178
"R04C01-10022640",0.130048
"R05C01-10021934",0.17776
"R06C01-10023204",0.13
"R07C01-10022630",0.15328
"R08C01-10022632",0.13
"R01C01-10019208",0.178
"R02C01-10019214",0.13
"R03C01-10021911",0.178
"R04C01-10021908",0.13
"R05C01-10021383",0.13
"R06C01-10021970",0.177952
"R07C01-10021973",0.130048
"R01C01-10013554",0.178
"R03C01-10014225",0.130048
"R04C01-10014171",0.129935
"R06C01-10014324",0.178
"R07C01-10014370",0.065065
"R08C01-10012796",0.13
"R01C01-10026359",0.178
"R02C01-10030195",0.113
"R03C01-10030502",0.13
"R06C01-10030382",0.178
"R07C01-10026293",0.13
"R02C01-10013150",0.178
"R03C01-10013222",0.13
"R04C01-10013902",0.13
"R05C01-10013906",0.178
"R06C01-10013175",0.13
"R07C01-10013908",0.066721
"R08C01-10013916",0.113
"R02C01-10021228",0.178
"R04C01-10021698",0.13
"R06C01-10012916",0.13
"R07C01-10012897",0.13
"R08C01-10012896",0.13
"R01C01-10013133",0.065195
"R02C01-10013204",0.178
"R03C01-10013195",0.226
"R05C01-10013202",0.13
"R08C01-10013118",0.13
"R01C01-10030164",0.13
"R03C01-10027998",0.178
"R04C01-10028357",0.13
"R06C01-10030438",0.13
"R07C01-10030439",0.178
"R01C01-10011308",0.065065
"R05C01-10021034",0.13
"R07C01-10021702",0.13
"R08C01-10021229",0.11313
"R03C01-10018874",0.113687
"R04C01-10019014",0.178
"R05C01-10019009",0.065065
"R06C01-10018132",0.13
"R07C01-10018995",0.177952
"R08C01-10019657",0.13
"R01C01-10012957",0.13
"R02C01-10012915",0.13
"R03C01-10012430",0.226
"R04C01-10012965",0.13
"R05C01-10012956",0.13
"R06C01-10012954",0.177952
"R07C01-10012952",0.130048
"R08C01-10012891",0.178
"R02C01-10023967",0.11326
"R04C01-10023928",0.226
"R05C01-10024337",0.226
"R06C01-10023971",0.178
"R07C01-10023968",0.13
"R08C01-10023975",0.178
"R01C01-10024001",0.178
"R02C01-10024217",0.13
"R03C01-10023238",0.13
"R04C01-10023901",0.112489
"R05C01-10023236",0.13
"R06C01-10023909",0.178
"R07C01-10023902",0.178
"R01C01-10012820",0.178
"R02C01-10007919",0.226
"R03C01-10014095",0.178
"R04C01-10014109",0.177952
"R05C01-10014110",0.113065
"R06C01-10013490",0.06682
"R07C01-10011800",0.13
"R08C01-10014107",0.178
"R01C01-10025389",0.113065
"R02C01-10025386",0.182848
"R03C01-10025351",0.225952
"R04C01-10026244",0.13
"R05C01-10025908",0.131056
"R06C01-10025909",0.178
"R07C01-10025998",0.11339
"R08C01-10025910",0.178
"R01C01-10023918",0.213424
"R02C01-10022617",0.178
"R03C01-10022676",0.116315
"R04C01-10023919",0.13
"R05C01-10021395",0.178
"R07C01-10023198",0.178
"R08C01-10023924",0.13
"R01C01-10022092",0.225184
"R02C01-10022108",0.06526
"R03C01-10022117",0.13
"R04C01-10022099",0.13
"R05C01-10020935",0.153484
"R06C01-10021800",0.178
"R07C01-10021787",0.066105
"R08C01-10018896",0.13
"R03C01-10023224",0.226
"R04C01-10022637",0.11443
"R05C01-10014060",0.177904
"R06C01-10014866",0.13
"R07C01-10018014",0.13
"R08C01-10018021",0.178
"R01C01-10014798",0.13
"R02C01-10014800",0.177904
"R03C01-10018089",0.178048
"R04C01-10018087",0.178
"R06C01-10014959",0.130048
"R07C01-10014885",0.13
"R08C01-10014886",0.161065
"R05C01-10026126",0.13
"R06C01-10026127",0.13
"R07C01-10025497",0.131056
"R08C01-10025496",0.178
"R01C01-10012537",0.13
"R02C01-10013211",0.178
"R03C01-10013212",0.113
"R05C01-10012565",0.178
"R06C01-10012496",0.178
"R07C01-10012528",0.225856
"R08C01-10012979",0.065
"R02C01-10023661",0.13
"R03C01-10020936",0.178
"R05C01-10024610",0.178
"R06C01-10026049",0.178
"R08C01-10027599",0.178
"R01C01-10013061",0.13
"R02C01-10012983",0.178
"R03C01-10012919",0.13
"R04C01-10023255",0.225952
"R05C01-10024076",0.13
"R06C01-10023867",0.12987
"R07C01-10023868",0.13
"R08C01-10023869",0.13
"R02C01-10013209",0.13
"R03C01-10012524",0.113065
"R04C01-10014194",0.13
"R05C01-10014199",0.130096
"R06C01-10014198",0.130384
"R07C01-10014233",0.113
"R08C01-10014228",0.178
"R01C01-10012617",0.06513
"R04C01-10013310",0.178
"R05C01-10013550",0.13
"R06C01-10014118",0.113
"R07C01-10012998",0.13
"R08C01-10012509",0.178
"R01C01-10014690",0.13
"R03C01-10014948",0.13
"R04C01-10014953",0.178
"R05C01-10014958",0.226
"R06C01-10014956",0.226
"R07C01-10014944",0.13
"R08C01-10014941",0.13
"R01C01-10026628",0.178
"R02C01-10026612",0.13
"R03C01-10026613",0.13
"R04C01-10026611",0.13
"R05C01-10026565",0.177952
"R06C01-10026566",0.178
"R01C01-10019306",0.113195
"R02C01-10019297",0.13
"R03C01-10019295",0.13
"R04C01-10020434",0.178
"R05C01-10020435",0.178
"R08C01-10019296",0.178
"R02C01-10014269",0.13
"R03C01-10014413",0.178
"R04C01-10014414",0.06539
"R06C01-10014307",0.177952
"R07C01-10014279",0.178
"R01C01-10007944",0.13
"R02C01-10007946",0.13
"R03C01-10011950",0.113082
"R04C01-10014369",0.11313
"R06C01-10014111",0.13
"R07C01-10013556",0.178
"R08C01-10013528",0.178
"R01C01-10013800",0.178
"R02C01-10013241",0.13
"R04C01-10005057",0.13
"R05C01-10013006",0.06513
"R06C01-10013223",0.178
"R07C01-10013788",0.13
"R01C01-10021017",0.13
"R03C01-10020829",0.13
"R05C01-10020912",0.065
"R06C01-10021253",0.13
"R02C01-10021288",0.178
"R03C01-10023632",0.178048
"R04C01-10020721",0.13
"R05C01-10023797",0.13
"R08C01-10024370",0.13
"R02C01-10019300",0.226
"R03C01-10019290",0.178
"R04C01-10014888",0.130048
"R05C01-10019267",0.178
"R07C01-10019266",0.065308
"R01C01-10021390",0.226
"R03C01-10024625",0.13
"R04C01-10024612",0.13
"R05C01-10026224",0.130048
"R06C01-10025921",0.130096
"R07C01-10024781",0.13
"R08C01-10023976",0.11352
"R01C01-10012972",0.178
"R02C01-10013249",0.13
"R03C01-10013250",0.178
"R04C01-10013085",0.178
"R05C01-10013251",0.226
"R06C01-10013081",0.178
"R07C01-10013082",0.225952
"R08C01-10013773",0.178
"R03C01-10021699",0.178
"R04C01-10021320",0.13
"R06C01-10021752",0.226
"R08C01-10018435",0.178
"R01C01-10019143",0.13
"R03C01-10023680",0.13
"R04C01-10007620",0.13
"R06C01-10021279",0.13
"R07C01-10023034",0.178
"R08C01-10024092",0.178
"R02C01-10018016",0.113
"R03C01-10018081",0.130048
"R05C01-10018015",0.178
"R06C01-10022118",0.13
"R07C01-10022116",0.177952
"R08C01-10022363",0.13
"R03C01-10022652",0.13
"R05C01-10023267",0.178
"R06C01-10023213",0.065
"R08C01-10011129",0.13
"R01C01-10023865",0.065455
"R02C01-10023288",0.178384
"R04C01-10023218",0.178
"R05C01-10023220",0.13
"R06C01-10023221",0.065226
"R07C01-10022040",0.178
"R08C01-10023248",0.13
"R02C01-10023862",0.13
"R03C01-10021290",0.13
"R04C01-10021285",0.13
"R06C01-10021287",0.13
"R01C01-10013786",0.065161
"R02C01-10013789",0.130096
"R03C01-10013214",0.178
"R04C01-10013785",0.130144
"R06C01-10013215",0.178
"R07C01-10013216",0.178
"R08C01-10013217",0.065802
"R04C01-10026563",0.178
"R06C01-10024069",0.178
"R07C01-10022680",0.178
"R08C01-10023237",0.178
"R01C01-10022301",0.13
"R02C01-10022333",0.130048
"R03C01-10021304",0.178
"R04C01-10022145",0.178
"R05C01-10018892",0.1768
"R02C01-10014595",0.130144
"R03C01-10014612",0.178
"R05C01-10014549",0.178
"R06C01-10014601",0.13
"R07C01-10014596",0.13
"R08C01-10014562",0.13
"R02C01-10022700",0.13
"R03C01-10023268",0.065178
"R04C01-10022674",0.178
"R06C01-10022067",0.13
"R07C01-10021931",0.13
"R08C01-10022623",0.13
"R02C01-10024137",0.13
"R06C01-10024145",0.178
"R08C01-10024156",0.065195
"R01C01-10012629",0.159135
"R02C01-10013538",0.178
"R04C01-10014117",0.13
"R05C01-10013311",0.13
"R06C01-10014150",0.13
"R07C01-10014287",0.178
"R08C01-10014286",0.178
"R01C01-10021059",0.13
"R03C01-10021644",0.13
"R04C01-10021809",0.178432
"R05C01-10005076",0.178
"R07C01-10021061",0.130048
"R08C01-10021808",0.178
"R02C01-10021816",0.178
"R03C01-10021708",0.13
"R04C01-10021025",0.178
"R05C01-10021026",0.225952
"R06C01-10021801",0.13
"R07C01-10021811",0.13
"R08C01-10021645",0.13
"R04C01-10013231",0.178
"R05C01-10012420",0.178
"R07C01-10013207",0.000160999999999993
"R08C01-10013208",0.178
"R01C01-10022994",0.178096
"R02C01-10018915",0.065065
"R03C01-10021293",0.135856
"R04C01-10023297",0.178048
"R05C01-10021292",0.178
"R06C01-10021291",0.178096
"R08C01-10023846",0.13
"R01C01-10023940",0.178
"R02C01-10023241",0.13
"R03C01-10024487",0.13
"R04C01-10023044",0.13
"R05C01-10021282",0.130048
"R06C01-10014277",0.178
"R08C01-10021898",0.130048
"R01C01-10026484",0.13
"R03C01-10027336",0.13
"R04C01-10027933",0.178
"R05C01-10027039",0.13
"R06C01-10027927",0.177952
"R07C01-10026234",0.13
"R08C01-10027932",0.130048
"R02C01-10024233",0.13
"R03C01-10024003",0.13
"R04C01-10023729",0.13
"R08C01-10023984",0.13
"R01C01-10018442",0.13
"R02C01-10018620",0.065065
"R03C01-10019654",0.13
"R04C01-10016462",0.178
"R05C01-10020792",0.178
"R07C01-10020822",0.11313
"R08C01-10018285",0.13
"R02C01-10014490",0.13
"R04C01-10007948",0.13
"R05C01-10014489",0.226
"R06C01-10014524",0.130048
"R07C01-10013287",0.226
"R08C01-10013543",0.178
"R01C01-10022699",0.065178
"R02C01-10022544",0.178
"R03C01-10023260",0.178
"R04C01-10023261",0.13
"R05C01-10023302",0.178
"R06C01-10023274",0.178
"R07C01-10023265",0.130048
"R02C01-10016368",0.065065
"R03C01-10014611",0.13
"R04C01-10014574",0.13
"R07C01-10016277",0.226
"R08C01-10014569",0.178
"R01C01-10025911",0.177376
"R02C01-10020630",0.178
"R03C01-10020629",0.178
"R04C01-10020635",0.13
"R06C01-10013258",0.177664
"R07C01-10013259",0.17787
"R08C01-10013260",0.113195
"R02C01-10013977",0.13
"R04C01-10014045",0.178
"R05C01-10013153",0.113017
"R06C01-10013199",0.178
"R07C01-10013980",0.13
"R08C01-10014064",0.130096
"R01C01-10025887",0.16269
"R02C01-10025888",0.130096
"R03C01-10025903",0.178
"R04C01-10025411",0.13
"R05C01-10025904",0.13
"R06C01-10025889",0.13
"R07C01-10025890",0.13
"R08C01-10025891",0.130048
"R02C01-10013007",0.11361
"R03C01-10023990",0.13
"R04C01-10023291",0.112043
"R05C01-10014775",0.13
"R06C01-10014773",0.130288
"R01C01-10013952",0.178
"R02C01-10013198",0.13
"R03C01-10014001",0.13
"R06C01-10013969",0.120212
"R07C01-10013964",0.13
"R06C01-10020497",0.113
"R07C01-10019327",0.178
"R08C01-10021439",0.178
"R01C01-10013001",0.178
"R02C01-10013117",0.065065
"R03C01-10013122",0.178
"R04C01-10013105",0.13
"R05C01-10013221",0.178
"R07C01-10013157",0.113
"R08C01-10013807",0.130048
"R01C01-10022634",0.178048
"R02C01-10022633",0.065048
"R03C01-10023256",0.178
"R04C01-10023866",0.178
"R05C01-10023727",0.13
"R06C01-10023254",0.13
"R08C01-10022677",0.178
"R01C01-10023941",0.178
"R04C01-10022664",0.225328
"R05C01-10023960",0.178
"R08C01-10024582",0.178096
"R01C01-10029272",0.130048
"R03C01-10029318",0.11352
"R05C01-10029267",0.178
"R06C01-10029333",0.113
"R08C01-10029326",0.178
"R01C01-10023207",0.178
"R02C01-10020456",0.065048
"R03C01-10022543",0.13
"R04C01-10021889",0.16162
"R05C01-10021950",0.13
"R06C01-10021517",0.13
"R07C01-10014771",0.130048
"R08C01-10012977",0.226
"R01C01-10020622",0.13
"R04C01-10020621",0.178
"R05C01-10020627",0.178048
