"","score_file"
"R01C01-10022319",0.861683669159935
"R02C01-10021671",0.861683669159935
"R03C01-10021843",0.861683669159935
"R05C01-10022091",0.861683669159935
"R06C01-10014709",-0.419184067091569
"R03C01-10018976",-0.419184067091569
"R04C01-10018536",0.861683669159935
"R05C01-10018397",0.408043012570861
"R06C01-10018241",-0.419184067091569
"R01C01-10014375",-0.419184067091569
"R02C01-10014298",-0.419184067091569
"R03C01-10014312",-0.419184067091569
"R05C01-10011473",-0.858948656537919
"R06C01-10014180",-0.419184067091569
"R07C01-10011784",-2.14155090118226
"R08C01-10014306",-0.419184067091569
"R02C01-10014932",0.861683669159935
"R03C01-10014933",0.861683669159935
"R04C01-10014928",-0.416622331619066
"R05C01-10014931",2.14255140541144
"R06C01-10014762",0.861683669159935
"R07C01-10014856",-2.1346128676109
"R01C01-10023777",0.861683669159935
"R03C01-10024360",0.861683669159935
"R04C01-10018862",-2.14675442636079
"R06C01-10025239",-0.417903199355318
"R08C01-10025342",-0.417903199355318
"R01C01-10020494",-0.419184067091569
"R03C01-10021469",0.861683669159935
"R04C01-10021471",-0.419184067091569
"R05C01-10021470",-2.14373905023169
"R06C01-10019328",-0.419184067091569
"R07C01-10021446",-0.417903199355318
"R08C01-10020599",-0.419184067091569
"R01C01-10013995",-0.419184067091569
"R02C01-10014006",-0.419184067091569
"R03C01-10014697",-2.13981639278942
"R05C01-10014732",-0.419184067091569
"R06C01-10014692",-0.419184067091569
"R08C01-10014939",-0.419184067091569
"R03C01-10026033",-0.419184067091569
"R05C01-10029337",-0.419184067091569
"R06C01-10022711",0.861683669159935
"R08C01-10028272",0.861683669159935
"R02C01-10003153",0.861683669159935
"R03C01-10013446",0.861683669159935
"R04C01-10005309",0.861683669159935
"R05C01-10011786",0.861683669159935
"R07C01-10010317",-0.872824723680644
"R01C01-10016511",0.861683669159935
"R05C01-10018503",0.861683669159935
"R06C01-10018310",-2.15195795153931
"R07C01-10018509",0.861683669159935
"R08C01-10018417",-0.419184067091569
"R01C01-10018550",-0.417903199355318
"R02C01-10018439",-0.419184067091569
"R03C01-10018133",-0.419184067091569
"R04C01-10002804",-0.419184067091569
"R05C01-10007485",-0.419184067091569
"R06C01-10006465",0.861683669159935
"R01C01-10006017",-0.419184067091569
"R02C01-10007606",0.780989001776091
"R04C01-10003124",-2.06523253189728
"R06C01-10013460",-0.871090215287803
"R08C01-10003686",0.861683669159935
"R01C01-10007585",0.861683669159935
"R02C01-10009357",0.841189785379911
"R03C01-10011482",-2.12420581725386
"R04C01-10005498",-0.419184067091569
"R05C01-10014090",0.814291562918629
"R07C01-10007604",-0.419184067091569
"R08C01-10010291",0.807887224237372
"R01C01-10018543",-0.871090215287803
"R02C01-10016505",-0.419184067091569
"R03C01-10016506",0.864245404632438
"R07C01-10016491",-0.301344235356431
"R08C01-10016495",-0.407656257465306
"R01C01-10018985",2.14255140541144
"R02C01-10018857",-2.15022344314647
"R03C01-10018982",-0.417903199355318
"R04C01-10018600",-0.419184067091569
"R06C01-10018854",-0.419184067091569
"R08C01-10018601",-0.419184067091569
"R03C01-10014850",-0.871917442367465
"R06C01-10014047",-2.09818819136125
"R07C01-10014025",-2.15369245993215
"R08C01-10014057",0.861683669159935
"R03C01-10014364",-0.419184067091569
"R04C01-10018260",2.14255140541144
"R05C01-10018319",-0.419184067091569
"R06C01-10018302",-0.419184067091569
"R07C01-10011788",-0.419184067091569
"R03C01-10011914",-0.419184067091569
